1820.05.02_Freeman'sJournalandDailyCommercialAdvertiser	667.000000	18282.000000	0.036484
1820.05.02_Freeman'sJournalandDailyCommercialAdvertiser	667.000000	18282.000000	0.036484
1820.05.03_Freeman'sJournalandDailyCommercialAdvertiser	650.000000	17810.000000	0.036496
1820.05.03_TheAberdeenJournal	190.000000	36422.000000	0.005217
1820.05.03_TheDerbyMercury	137.000000	30535.000000	0.004487
1820.05.04_CaledonianMercury	1274.000000	32124.000000	0.039659
1820.05.04_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	2653.000000	27298.000000	0.097187
1820.05.05_GlasgowHerald	2363.000000	24570.000000	0.096174
1820.05.05_GlasgowHerald	2363.000000	24570.000000	0.096174
1820.05.05_LiverpoolMercuryetc	6492.000000	36697.000000	0.176908
1820.05.06_CaledonianMercury	859.000000	30759.000000	0.027927
1820.05.06_CaledonianMercury	859.000000	30759.000000	0.027927
1820.05.06_Cobbett'sWeeklyPoliticalRegister	1384.000000	11336.000000	0.122089
1820.05.06_Jackson'sOxfordJournal	3921.000000	36956.000000	0.106099
1820.05.06_Jackson'sOxfordJournal	3921.000000	36956.000000	0.106099
1820.05.06_Jackson'sOxfordJournal	3921.000000	36956.000000	0.106099
1820.05.06_Jackson'sOxfordJournal	3921.000000	36956.000000	0.106099
1820.05.06_TheLeedsMercury	855.000000	37716.000000	0.022669
1820.05.07_TheExaminer	556.000000	25038.000000	0.022206
1820.05.08_CaledonianMercury	1136.000000	29800.000000	0.038121
1820.05.08_CaledonianMercury	1136.000000	29800.000000	0.038121
1820.05.08_GlasgowHerald	154.000000	24961.000000	0.006170
1820.05.08_HampshireTelegraphandSussexChronicleetc	273.000000	40465.000000	0.006747
1820.05.10_Freeman'sJournalandDailyCommercialAdvertiser	113.000000	18869.000000	0.005989
1820.05.10_TheAberdeenJournal	1459.000000	35534.000000	0.041059
1820.05.10_TheAberdeenJournal	1459.000000	35534.000000	0.041059
1820.05.10_TheDerbyMercury	185.000000	29225.000000	0.006330
1820.05.11_CaledonianMercury	6028.000000	31491.000000	0.191420
1820.05.11_CaledonianMercury	6028.000000	31491.000000	0.191420
1820.05.11_CaledonianMercury	6028.000000	31491.000000	0.191420
1820.05.11_Times	3226.000000	47162.000000	0.068403
1820.05.11_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	1808.000000	26662.000000	0.067812
1820.05.11_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	1808.000000	26662.000000	0.067812
1820.05.12_GlasgowHerald	2269.000000	26363.000000	0.086068
1820.05.12_GlasgowHerald	2269.000000	26363.000000	0.086068
1820.05.12_Times	2708.000000	46757.000000	0.057916
1820.05.13_Cobbett'sWeeklyPoliticalRegister	176.000000	13490.000000	0.013047
1820.05.13_Jackson'sOxfordJournal	4686.000000	33317.000000	0.140649
1820.05.13_Jackson'sOxfordJournal	4686.000000	33317.000000	0.140649
1820.05.13_TheIpswichJournal	757.000000	27846.000000	0.027185
1820.05.13_TheIpswichJournal	757.000000	27846.000000	0.027185
1820.05.13_TheIpswichJournal	757.000000	27846.000000	0.027185
1820.05.13_TheLeedsMercury	466.000000	40871.000000	0.011402
1820.05.13_TheLeedsMercury	466.000000	40871.000000	0.011402
1820.05.13_TheNewcastleCourantetc	1489.000000	40223.000000	0.037019
1820.05.13_TheNewcastleCourantetc	1489.000000	40223.000000	0.037019
1820.05.14_TheExaminer	1270.000000	24249.000000	0.052373
1820.05.15_CaledonianMercury	2051.000000	27853.000000	0.073637
1820.05.15_CaledonianMercury	2051.000000	27853.000000	0.073637
1820.05.15_GlasgowHerald	2484.000000	25660.000000	0.096804
1820.05.15_GlasgowHerald	2484.000000	25660.000000	0.096804
1820.05.15_TheBristolMercury	1109.000000	34095.000000	0.032527
1820.05.15_TheBristolMercury	1109.000000	34095.000000	0.032527
1820.05.15_Times	2897.000000	47913.000000	0.060464
1820.05.17_TheAberdeenJournal	1850.000000	35568.000000	0.052013
1820.05.17_TheAberdeenJournal	1850.000000	35568.000000	0.052013
1820.05.17_TheDerbyMercury	1143.000000	26541.000000	0.043065
1820.05.17_TheDerbyMercury	1143.000000	26541.000000	0.043065
1820.05.18_CaledonianMercury	1267.000000	30877.000000	0.041034
1820.05.18_CaledonianMercury	1267.000000	30877.000000	0.041034
1820.05.18_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	4968.000000	25644.000000	0.193730
1820.05.18_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	4968.000000	25644.000000	0.193730
1820.05.19_Freeman'sJournalandDailyCommercialAdvertiser	729.000000	18424.000000	0.039568
1820.05.19_GlasgowHerald	391.000000	25071.000000	0.015596
1820.05.19_Times	2609.000000	47914.000000	0.054452
1820.05.20_CaledonianMercury	363.000000	31439.000000	0.011546
1820.05.20_Jackson'sOxfordJournal	6237.000000	33254.000000	0.187556
1820.05.20_Jackson'sOxfordJournal	6237.000000	33254.000000	0.187556
1820.05.20_TheIpswichJournal	1366.000000	26634.000000	0.051288
1820.05.20_TheLeedsMercury	1222.000000	41467.000000	0.029469
1820.05.20_TheLeedsMercury	1222.000000	41467.000000	0.029469
1820.05.20_TheLeedsMercury	1222.000000	41467.000000	0.029469
1820.05.20_TheNewcastleCourantetc	2716.000000	39438.000000	0.068868
1820.05.20_TheNewcastleCourantetc	2716.000000	39438.000000	0.068868
1820.05.20_Times	5124.000000	47974.000000	0.106808
1820.05.22_CaledonianMercury	656.000000	26066.000000	0.025167
1820.05.22_CaledonianMercury	656.000000	26066.000000	0.025167
1820.05.22_GlasgowHerald	1950.000000	26199.000000	0.074430
1820.05.22_TheBristolMercury	1945.000000	32627.000000	0.059613
1820.05.22_Times	2618.000000	47778.000000	0.054795
1820.05.22_Times	2618.000000	47778.000000	0.054795
1820.05.23_Freeman'sJournalandDailyCommercialAdvertiser	1083.000000	18768.000000	0.057705
1820.05.23_Times	990.000000	46940.000000	0.021091
1820.05.24_Freeman'sJournalandDailyCommercialAdvertiser	570.000000	19441.000000	0.029319
1820.05.24_Freeman'sJournalandDailyCommercialAdvertiser	570.000000	19441.000000	0.029319
1820.05.24_TheAberdeenJournal	2102.000000	35156.000000	0.059791
1820.05.24_TheDerbyMercury	966.000000	27881.000000	0.034647
1820.05.24_Times	3261.000000	47357.000000	0.068860
1820.05.25_CaledonianMercury	2666.000000	31622.000000	0.084308
1820.05.25_Times	3827.000000	48078.000000	0.079600
1820.05.25_Times	3827.000000	48078.000000	0.079600
1820.05.25_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	3019.000000	26229.000000	0.115102
1820.05.25_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	3019.000000	26229.000000	0.115102
1820.05.25_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	3019.000000	26229.000000	0.115102
1820.05.26_GlasgowHerald	299.000000	26438.000000	0.011309
1820.05.26_Times	2829.000000	46774.000000	0.060482
1820.05.27_CaledonianMercury	870.000000	27795.000000	0.031301
1820.05.27_CaledonianMercury	870.000000	27795.000000	0.031301
1820.05.27_Cobbett'sWeeklyPoliticalRegister	180.000000	10967.000000	0.016413
1820.05.27_Freeman'sJournalandDailyCommercialAdvertiser	475.000000	18408.000000	0.025804
1820.05.27_Freeman'sJournalandDailyCommercialAdvertiser	475.000000	18408.000000	0.025804
1820.05.27_Jackson'sOxfordJournal	5430.000000	32541.000000	0.166866
1820.05.27_Jackson'sOxfordJournal	5430.000000	32541.000000	0.166866
1820.05.27_Jackson'sOxfordJournal	5430.000000	32541.000000	0.166866
1820.05.27_TheIpswichJournal	1895.000000	26687.000000	0.071008
1820.05.27_TheIpswichJournal	1895.000000	26687.000000	0.071008
1820.05.27_TheLeedsMercury	477.000000	31567.000000	0.015111
1820.05.27_TheNewcastleCourantetc	4117.000000	35901.000000	0.114676
1820.05.28_TheExaminer	1932.000000	22768.000000	0.084856
1820.05.28_TheExaminer	1932.000000	22768.000000	0.084856
1820.05.28_TheExaminer	1932.000000	22768.000000	0.084856
1820.05.29_CaledonianMercury	1786.000000	30217.000000	0.059106
1820.05.29_GlasgowHerald	2578.000000	28086.000000	0.091790
1820.05.29_HampshireTelegraphandSussexChronicleetc	428.000000	39044.000000	0.010962
1820.05.29_TheBristolMercury	3268.000000	34353.000000	0.095130
1820.05.29_Times	1922.000000	47551.000000	0.040420
1820.05.30_Times	2389.000000	47369.000000	0.050434
1820.05.31_TheAberdeenJournal	1779.000000	36114.000000	0.049261
1820.05.31_TheDerbyMercury	1055.000000	29714.000000	0.035505
1820.05.31_Times	1692.000000	48250.000000	0.035067
1820.06.01_CaledonianMercury	2367.000000	32688.000000	0.072412
1820.06.01_CaledonianMercury	2367.000000	32688.000000	0.072412
1820.06.01_Times	211.000000	47146.000000	0.004475
1820.06.01_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	3305.000000	26372.000000	0.125322
1820.06.02_Freeman'sJournalandDailyCommercialAdvertiser	1037.000000	18292.000000	0.056691
1820.06.02_GlasgowHerald	1827.000000	27257.000000	0.067029
1820.06.03_CaledonianMercury	1223.000000	29279.000000	0.041771
1820.06.03_CaledonianMercury	1223.000000	29279.000000	0.041771
1820.06.03_Freeman'sJournalandDailyCommercialAdvertiser	549.000000	17453.000000	0.031456
1820.06.03_Jackson'sOxfordJournal	6304.000000	32686.000000	0.192865
1820.06.03_TheIpswichJournal	937.000000	27380.000000	0.034222
1820.06.03_TheLeedsMercury	1584.000000	39814.000000	0.039785
1820.06.03_TheLeedsMercury	1584.000000	39814.000000	0.039785
1820.06.03_TheNewcastleCourantetc	2883.000000	38033.000000	0.075803
1820.06.03_Times	4873.000000	47439.000000	0.102721
1820.06.04_TheExaminer	884.000000	23833.000000	0.037091
1820.06.05_CaledonianMercury	844.000000	28265.000000	0.029860
1820.06.05_GlasgowHerald	1885.000000	27198.000000	0.069307
1820.06.05_TheBristolMercury	1671.000000	34389.000000	0.048591
1820.06.05_Times	2212.000000	45729.000000	0.048372
1820.06.05_Times	2212.000000	45729.000000	0.048372
1820.06.06_Times	631.000000	40579.000000	0.015550
1820.06.07_TheAberdeenJournal	1666.000000	37230.000000	0.044749
1820.06.07_TheDerbyMercury	513.000000	29358.000000	0.017474
1820.06.07_Times	652.000000	41069.000000	0.015876
1820.06.08_CaledonianMercury	1212.000000	30006.000000	0.040392
1820.06.08_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	2146.000000	25896.000000	0.082870
1820.06.09_GlasgowHerald	334.000000	27117.000000	0.012317
1820.06.09_Times	797.000000	41163.000000	0.019362
1820.06.10_Jackson'sOxfordJournal	5399.000000	32678.000000	0.165218
1820.06.10_TheLeedsMercury	760.000000	41172.000000	0.018459
1820.06.10_TheNewcastleCourantetc	1270.000000	37833.000000	0.033569
1820.06.10_Times	2613.000000	44613.000000	0.058570
1820.06.12_GlasgowHerald	176.000000	27751.000000	0.006342
1820.06.12_HampshireTelegraphandSussexChronicleetc	128.000000	39342.000000	0.003254
1820.06.14_Times	648.000000	46179.000000	0.014032
1820.06.15_Times	1453.000000	45283.000000	0.032087
1820.06.16_Times	452.000000	44939.000000	0.010058
1820.06.17_Jackson'sOxfordJournal	2559.000000	32257.000000	0.079332
1820.06.17_TheLeedsMercury	371.000000	39108.000000	0.009487
1820.06.17_TheNewcastleCourantetc	810.000000	38559.000000	0.021007
